gageDepth,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
-2.65,841506.5,666607,1116957.5,949426.5,679617,702914.5,755732,1012264.5,834444,469350,1122327,1524781.5,2318578.5,1897849,3244603,2089533,2091131.5,1418976,2652150,2033862.5,1987734.5,1456317,2759137.5,1884230.5,2096476.5,1388555.5,2627656,2121820,1999370,1346563.5,2664533.5,2266943.5,2251499,1507312.5,2641540.5,1960299.5,2384128.5,1678388,3015479,2488420.5,2444369.5,1664248,3297573.5,2184378,2991951.5,1700140,3299030,1504791
-2.64,839290.6,664884.8,1114023.8,946832.6,677681,700979.6,753706,1009621.4,832261.2,468059.8,1119278.4,1520409.4,2311361.4,1892266.2,3235152.8,2083325.8,2084913,1415025,2644263.2,2027843,1981899.2,1452228,2750945,1878651.2,2090277.8,1384640.8,2619632.6,2115665.8,1993656.2,1342937.6,2656624.8,2260146.6,2244622.4,1502962.6,2633367.2,1954606.2,2377177.2,1673441.2,3006449,2480996.2,2437185.8,1659494.8,3287877.6,2178166.6,2983009.8,1695591.4,3289741.4,1501177
-2.63,837074.7,663162.6,1111090.1,944238.7,675745,699044.7,751680,1006978.3,830078.4,466769.6,1116229.8,1516037.3,2304144.3,1886683.4,3225702.6,2077118.6,2078694.5,1411074,2636376.4,2021823.5,1976063.9,1448139,2742752.5,1873071.9,2084079.1,1380726.1,2611609.2,2109511.6,1987942.4,1339311.7,2648716.1,2253349.7,2237745.8,1498612.7,2625193.9,1948912.9,2370225.9,1668494.4,2997419,2473571.9,2430002.1,1654741.6,3278181.7,2171955.2,2974068.1,1691042.8,3280452.8,1497563
-2.62,834858.8,661440.4,1108156.4,941644.8,673809,697109.8,749654,1004335.2,827895.6,465479.4,1113181.2,1511665.2,2296927.2,1881100.6,3216252.4,2070911.4,2072476,1407123,2628489.6,2015804,1970228.6,1444050,2734560,1867492.6,2077880.4,1376811.4,2603585.8,2103357.4,1982228.6,1335685.8,2640807.4,2246552.8,2230869.2,1494262.8,2617020.6,1943219.6,2363274.6,1663547.6,2988389,2466147.6,2422818.4,1649988.4,3268485.8,2165743.8,2965126.4,1686494.2,3271164.2,1493949
-2.61,832642.9,659718.2,1105222.7,939050.9,671873,695174.9,747628,1001692.1,825712.8,464189.2,1110132.6,1507293.1,2289710.1,1875517.8,3206802.2,2064704.2,2066257.5,1403172,2620602.8,2009784.5,1964393.3,1439961,2726367.5,1861913.3,2071681.7,1372896.7,2595562.4,2097203.2,1976514.8,1332059.9,2632898.7,2239755.9,2223992.6,1489912.9,2608847.3,1937526.3,2356323.3,1658600.8,2979359,2458723.3,2415634.7,1645235.2,3258789.9,2159532.4,2956184.7,1681945.6,3261875.6,1490335
-2.6,830427,657996,1102289,936457,669937,693240,745602,999049,823530,462899,1107084,1502921,2282493,1869935,3197352,2058497,2060039,1399221,2612716,2003765,1958558,1435872,2718175,1856334,2065483,1368982,2587539,2091049,1970801,1328434,2624990,2232959,2217116,1485563,2600674,1931833,2349372,1653654,2970329,2451299,2408451,1640482,3249094,2153321,2947243,1677397,3252587,1486721
-2.59,828301.8,656386.3,1099657.1,934051.4,668154.5,691433.1,743743.5,996639.7,821487.3,461667.4,1104318.1,1498821.9,2275832.5,1864778.8,3188479.6,2052851,2054296,1395615.6,2605365.5,1998183.5,1953144.1,1432114.1,2710487.3,1851135.1,2059822.1,1365439.6,2580158.3,2085345.5,1965450.6,1325055,2617606.6,2226718.2,2210808.5,1481577.6,2593218.3,1926545,2342853,1649090.3,2961876.5,2444319.8,2401842.2,1636072.7,3240003.4,2147487.5,2938961,1673170.9,3243929.6,1483326.1
-2.58,826176.6,654776.6,1097025.2,931645.8,666372,689626.2,741885,994230.4,819444.6,460435.8,1101552.2,1494722.8,2269172,1859622.6,3179607.2,2047205,2048553,1392010.2,2598015,1992602,1947730.2,1428356.2,2702799.6,1845936.2,2054161.2,1361897.2,2572777.6,2079642,1960100.2,1321676,2610223.2,2220477.4,2204501,1477592.2,2585762.6,1921257,2336334,1644526.6,2953424,2437340.6,2395233.4,1631663.4,3230912.8,2141654,2930679,1668944.8,3235272.2,1479931.2
-2.57,824051.4,653166.9,1094393.3,929240.2,664589.5,687819.3,740026.5,991821.1,817401.9,459204.2,1098786.3,1490623.7,2262511.5,1854466.4,3170734.8,2041559,2042810,1388404.8,2590664.5,1987020.5,1942316.3,1424598.3,2695111.9,1840737.3,2048500.3,1358354.8,2565396.9,2073938.5,1954749.8,1318297,2602839.8,2214236.6,2198193.5,1473606.8,2578306.9,1915969,2329815,1639962.9,2944971.5,2430361.4,2388624.6,1627254.1,3221822.2,2135820.5,2922397,1664718.7,3226614.8,1476536.3
-2.56,821926.2,651557.2,1091761.4,926834.6,662807,686012.4,738168,989411.8,815359.2,457972.6,1096020.4,1486524.6,2255851,1849310.2,3161862.4,2035913,2037067,1384799.4,2583314,1981439,1936902.4,1420840.4,2687424.2,1835538.4,2042839.4,1354812.4,2558016.2,2068235,1949399.4,1314918,2595456.4,2207995.8,2191886,1469621.4,2570851.2,1910681,2323296,1635399.2,2936519,2423382.2,2382015.8,1622844.8,3212731.6,2129987,2914115,1660492.6,3217957.4,1473141.4
